depth,base_ch,epochs,batch_size,clip_len,channel,cv,train_acc,test_acc,train_time_s,test_time_s,params_M
1,8,2,128,64,T7,random,0.2706806282722513,0.2301255230125523,0.17884063720703125,0.011458396911621094,0.0021
